"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Legs sábado","3 Aug 2024, 13:41","3 Aug 2024, 15:44","","Single Leg Extensions",,"",1,"normal",62.5,8,,,
"Legs sábado","3 Aug 2024, 13:41","3 Aug 2024, 15:44","","Single Leg Extensions",,"",2,"failure",65,8,,,
"Legs sábado","3 Aug 2024, 13:41","3 Aug 2024, 15:44","","Hip Thrust (Barbell)",,"Começar com 165",0,"normal",160,8,,,
"Legs sábado","3 Aug 2024, 13:41","3 Aug 2024, 15:44","","Hip Thrust (Barbell)",,"Começar com 165",1,"normal",165,8,,,
"Legs sábado","3 Aug 2024, 13:41","3 Aug 2024, 15:44","","Hip Thrust (Barbell)",,"Começar com 165",2,"failure",170,8,,,
"Legs sábado","3 Aug 2024, 13:41","3 Aug 2024, 15:44","","Hip Abduction (Machine)",,"",0,"failure",110,9,,,
"Legs sábado","3 Aug 2024, 13:41","3 Aug 2024, 15:44","","Hip Abduction (Machine)",,"",1,"failure",112.5,7,,,
"Legs sábado","3 Aug 2024, 13:41","3 Aug 2024, 15:44","","Calf Extension (Machine)",,"",0,"normal",195,10,,,
"Legs sábado","3 Aug 2024, 13:41","3 Aug 2024, 15:44","","Calf Extension (Machine)",,"",1,"normal",200,10,,,
"Legs sábado","3 Aug 2024, 13:41","3 Aug 2024, 15:44","","Calf Extension (Machine)",,"",2,"failure",205,8,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","Lateral Raise (Dumbbell)",,"",0,"normal",36,8,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","Lateral Raise (Dumbbell)",,"",1,"normal",36,8,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","Lateral Raise (Dumbbell)",,"",2,"failure",40,5,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","Cross Body Hammer Curl",,"",0,"normal",44,6,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","Cross Body Hammer Curl",,"",1,"normal",44,6,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","Cross Body Hammer Curl",,"",2,"failure",48,4,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","Triceps Extension (Cable)",,"",0,"normal",20,9,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","Triceps Extension (Cable)",,"",1,"normal",20,8,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","Triceps Extension (Cable)",,"",2,"failure",23,6,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","pull around Ilíaco",,"",0,"normal",43,6,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","pull around Ilíaco",,"",1,"normal",43,6,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","pull around Ilíaco",,"",2,"failure",44.25,5,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",120,6,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",120,6,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",120,6,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","Iso-Lateral Chest Press (Machine)",,"",3,"failure",125,5,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","Lateral Raise (Cable)",,"",0,"normal",10,8,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","Lateral Raise (Cable)",,"",1,"normal",10,8,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","Lateral Raise (Cable)",,"",2,"failure",11.25,7,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","Single Arm Cable Row",,"",0,"normal",35,8,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","Single Arm Cable Row",,"",1,"failure",37.5,7,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","Cable Crunch",,"",0,"failure",41.25,12,,,
"Upper - sexta-feira","2 Aug 2024, 18:00","2 Aug 2024, 20:40","","Cable Crunch",,"",1,"failure",43,7,,,
"Leg day - quarta-feira","31 Jul 2024, 18:44","31 Jul 2024, 21:33","","Calf Press (Machine)",,"",0,"normal",260,5,,,
"Leg day - quarta-feira","31 Jul 2024, 18:44","31 Jul 2024, 21:33","","Calf Press (Machine)",,"",1,"normal",260,5,,,
"Leg day - quarta-feira","31 Jul 2024, 18:44","31 Jul 2024, 21:33","","Calf Press (Machine)",,"",2,"failure",260,5,,,
"Leg day - quarta-feira","31 Jul 2024, 18:44","31 Jul 2024, 21:33","","Reverse Lunge (Barbell)",,"",0,"normal",95,8,,,
"Leg day - quarta-feira","31 Jul 2024, 18:44","31 Jul 2024, 21:33","","Reverse Lunge (Barbell)",,"",1,"normal",95,8,,,
"Leg day - quarta-feira","31 Jul 2024, 18:44","31 Jul 2024, 21:33","","Reverse Lunge (Barbell)",,"",2,"failure",100,8,,,
"Leg day - quarta-feira","31 Jul 2024, 18:44","31 Jul 2024, 21:33","","Hip Abduction (Machine)",,"",0,"normal",107.5,8,,,
"Leg day - quarta-feira","31 Jul 2024, 18:44","31 Jul 2024, 21:33","","Hip Abduction (Machine)",,"",1,"normal",107.5,9,,,
"Leg day - quarta-feira","31 Jul 2024, 18:44","31 Jul 2024, 21:33","","Hip Abduction (Machine)",,"",2,"failure",112.5,9,,,
"Leg day - quarta-feira","31 Jul 2024, 18:44","31 Jul 2024, 21:33","","Single Leg Extensions",,"",0,"normal",57.5,8,,,
"Leg day - quarta-feira","31 Jul 2024, 18:44","31 Jul 2024, 21:33","","Single Leg Extensions",,"",1,"normal",57.5,8,,,
"Leg day - quarta-feira","31 Jul 2024, 18:44","31 Jul 2024, 21:33","","Single Leg Extensions",,"",2,"failure",60,8,,,
"Leg day - quarta-feira","31 Jul 2024, 18:44","31 Jul 2024, 21:33","","Seated Leg Curl (Machine)",,"",0,"normal",75,8,,,
"Leg day - quarta-feira","31 Jul 2024, 18:44","31 Jul 2024, 21:33","","Seated Leg Curl (Machine)",,"",1,"failure",75,8,,,
"Leg day - quarta-feira","31 Jul 2024, 18:44","31 Jul 2024, 21:33","","Calf Extension (Machine)",,"",0,"normal",195,10,,,
"Leg day - quarta-feira","31 Jul 2024, 18:44","31 Jul 2024, 21:33","","Calf Extension (Machine)",,"",1,"normal",195,10,,,
"Leg day - quarta-feira","31 Jul 2024, 18:44","31 Jul 2024, 21:33","","Calf Extension (Machine)",,"",2,"normal",195,10,,,
"Leg day - quarta-feira","31 Jul 2024, 18:44","31 Jul 2024, 21:33","","Calf Extension (Machine)",,"",3,"failure",200,9,,,
"Leg day - quarta-feira","31 Jul 2024, 18:44","31 Jul 2024, 21:33","","Cable Crunch",,"",0,"failure",41.25,12,,,
"Leg day - quarta-feira","31 Jul 2024, 18:44","31 Jul 2024, 21:33","","Cable Crunch",,"",1,"failure",43,7,,,
"Push day - terça","30 Jul 2024, 19:15","30 Jul 2024, 21:03","","Bench Press (Smith Machine)",,"Começar com 90",0,"normal",87.5,6,,,
"Push day - terça","30 Jul 2024, 19:15","30 Jul 2024, 21:03","","Bench Press (Smith Machine)",,"Começar com 90",1,"normal",90,5,,,
"Push day - terça","30 Jul 2024, 19:15","30 Jul 2024, 21:03","","Bench Press (Smith Machine)",,"Começar com 90",2,"failure",90,4,,,
"Push day - terça","30 Jul 2024, 19:15","30 Jul 2024, 21:03","","Cable Fly Crossovers",,"Comevarucom 38.5",0,"normal",40,7,,,
"Push day - terça","30 Jul 2024, 19:15","30 Jul 2024, 21:03","","Cable Fly Crossovers",,"Comevarucom 38.5",1,"normal",36,8,,,
"Push day - terça","30 Jul 2024, 19:15","30 Jul 2024, 21:03","","Cable Fly Crossovers",,"Comevarucom 38.5",2,"failure",38.5,8,,,
"Push day - terça","30 Jul 2024, 19:15","30 Jul 2024, 21:03","","Single Arm Lateral Raise (Cable)",,"",0,"normal",10,8,,,
"Push day - terça","30 Jul 2024, 19:15","30 Jul 2024, 21:03","","Single Arm Lateral Raise (Cable)",,"",1,"normal",10,8,,,
"Push day - terça","30 Jul 2024, 19:15","30 Jul 2024, 21:03","","Single Arm Lateral Raise (Cable)",,"",2,"failure",11.25,7,,,
"Push day - terça","30 Jul 2024, 19:15","30 Jul 2024, 21:03","","Chest Fly (Machine)",,"",0,"normal",70,8,,,
"Push day - terça","30 Jul 2024, 19:15","30 Jul 2024, 21:03","","Chest Fly (Machine)",,"",1,"normal",70,8,,,
"Push day - terça","30 Jul 2024, 19:15","30 Jul 2024, 21:03","","Chest Fly (Machine)",,"",2,"failure",72.5,7,,,
"Push day - terça","30 Jul 2024, 19:15","30 Jul 2024, 21:03","","Front Raise (Cable)",,"",0,"normal",16.25,6,,,
"Push day - terça","30 Jul 2024, 19:15","30 Jul 2024, 21:03","","Front Raise (Cable)",,"",1,"normal",16.25,5,,,
"Push day - terça","30 Jul 2024, 19:15","30 Jul 2024, 21:03","","Front Raise (Cable)",,"",2,"failure",16.25,4,,,
"Push day - terça","30 Jul 2024, 19:15","30 Jul 2024, 21:03","","Triceps Extension (Machine)",,"",0,"normal",33,6,,,
"Push day - terça","30 Jul 2024, 19:15","30 Jul 2024, 21:03","","Triceps Extension (Machine)",,"",1,"normal",33,6,,,
"Push day - terça","30 Jul 2024, 19:15","30 Jul 2024, 21:03","","Triceps Extension (Machine)",,"",2,"failure",34.5,5,,,
"Pull day - segunda-feira","29 Jul 2024, 18:47","29 Jul 2024, 20:34","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",97.5,5,,,
"Pull day - segunda-feira","29 Jul 2024, 18:47","29 Jul 2024, 20:34","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",97.5,5,,,
"Pull day - segunda-feira","29 Jul 2024, 18:47","29 Jul 2024, 20:34","","Lat Pulldown - Close Grip (Cable)",,"",2,"failure",97.5,5,,,
"Pull day - segunda-feira","29 Jul 2024, 18:47","29 Jul 2024, 20:34","","Iso-Lateral Row (Machine)",,"",0,"normal",150,6,,,
"Pull day - segunda-feira","29 Jul 2024, 18:47","29 Jul 2024, 20:34","","Iso-Lateral Row (Machine)",,"",1,"normal",155,6,,,
"Pull day - segunda-feira","29 Jul 2024, 18:47","29 Jul 2024, 20:34","","Iso-Lateral Row (Machine)",,"",2,"failure",160,6,,,
"Pull day - segunda-feira","29 Jul 2024, 18:47","29 Jul 2024, 20:34","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",35,8,,,
"Pull day - segunda-feira","29 Jul 2024, 18:47","29 Jul 2024, 20:34","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",35,8,,,
"Pull day - segunda-feira","29 Jul 2024, 18:47","29 Jul 2024, 20:34","","Straight Arm Lat Pulldown (Cable)",,"",2,"failure",36.25,6,,,
"Pull day - segunda-feira","29 Jul 2024, 18:47","29 Jul 2024, 20:34","","Rear Delt Reverse Fly (Cable)",,"Começar com 18.5",0,"normal",16,8,,,
"Pull day - segunda-feira","29 Jul 2024, 18:47","29 Jul 2024, 20:34","","Rear Delt Reverse Fly (Cable)",,"Começar com 18.5",1,"normal",16,8,,,
"Pull day - segunda-feira","29 Jul 2024, 18:47","29 Jul 2024, 20:34","","Rear Delt Reverse Fly (Cable)",,"Começar com 18.5",2,"failure",18.5,8,,,
"Pull day - segunda-feira","29 Jul 2024, 18:47","29 Jul 2024, 20:34","","Bicep Curl (Cable)",,"",0,"normal",33,8,,,
"Pull day - segunda-feira","29 Jul 2024, 18:47","29 Jul 2024, 20:34","","Bicep Curl (Cable)",,"",1,"failure",34.25,6,,,
"Pull day - segunda-feira","29 Jul 2024, 18:47","29 Jul 2024, 20:34","","Seated Incline Curl (Dumbbell)",,"",0,"normal",36,8,,,
"Pull day - segunda-feira","29 Jul 2024, 18:47","29 Jul 2024, 20:34","","Seated Incline Curl (Dumbbell)",,"",1,"normal",36,8,,,
"Pull day - segunda-feira","29 Jul 2024, 18:47","29 Jul 2024, 20:34","","Seated Incline Curl (Dumbbell)",,"",2,"failure",36,6,,,
"Pull day - segunda-feira","29 Jul 2024, 18:47","29 Jul 2024, 20:34","","Cable Crunch",,"",0,"failure",41.25,13,,,
"Pull day - segunda-feira","29 Jul 2024, 18:47","29 Jul 2024, 20:34","","Cable Crunch",,"",1,"failure",43,7,,,
"Legs sábado","27 Jul 2024, 11:23","27 Jul 2024, 13:23","","Straight Leg Deadlift",,"",0,"normal",165,6,,,
"Legs sábado","27 Jul 2024, 11:23","27 Jul 2024, 13:23","","Straight Leg Deadlift",,"",1,"normal",165,6,,,
"Legs sábado","27 Jul 2024, 11:23","27 Jul 2024, 13:23","","Straight Leg Deadlift",,"",2,"failure",170,4,,,
"Legs sábado","27 Jul 2024, 11:23","27 Jul 2024, 13:23","","Standing Leg Curls",,"",0,"normal",35,9,,,
"Legs sábado","27 Jul 2024, 11:23","27 Jul 2024, 13:23","","Standing Leg Curls",,"",1,"normal",35,8,,,
"Legs sábado","27 Jul 2024, 11:23","27 Jul 2024, 13:23","","Standing Leg Curls",,"",2,"failure",37.5,7,,,
"Legs sábado","27 Jul 2024, 11:23","27 Jul 2024, 13:23","","Single Leg Extensions",,"",0,"normal",60,8,,,
"Legs sábado","27 Jul 2024, 11:23","27 Jul 2024, 13:23","","Single Leg Extensions",,"",1,"normal",60,8,,,
"Legs sábado","27 Jul 2024, 11:23","27 Jul 2024, 13:23","","Single Leg Extensions",,"",2,"failure",62.5,9,,,
"Legs sábado","27 Jul 2024, 11:23","27 Jul 2024, 13:23","","Hip Thrust (Barbell)",,"",0,"normal",160,8,,,
"Legs sábado","27 Jul 2024, 11:23","27 Jul 2024, 13:23","","Hip Thrust (Barbell)",,"",1,"normal",160,8,,,
"Legs sábado","27 Jul 2024, 11:23","27 Jul 2024, 13:23","","Hip Thrust (Barbell)",,"",2,"failure",165,8,,,
"Legs sábado","27 Jul 2024, 11:23","27 Jul 2024, 13:23","","Hip Abduction (Machine)",,"",0,"failure",107.5,8,,,
"Legs sábado","27 Jul 2024, 11:23","27 Jul 2024, 13:23","","Hip Abduction (Machine)",,"",1,"failure",110,8,,,
"Legs sábado","27 Jul 2024, 11:23","27 Jul 2024, 13:23","","Calf Extension (Machine)",,"",0,"normal",195,10,,,
"Legs sábado","27 Jul 2024, 11:23","27 Jul 2024, 13:23","","Calf Extension (Machine)",,"",1,"normal",195,10,,,
"Legs sábado","27 Jul 2024, 11:23","27 Jul 2024, 13:23","","Calf Extension (Machine)",,"",2,"failure",200,9,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","Lateral Raise (Dumbbell)",,"",0,"normal",32,8,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","Lateral Raise (Dumbbell)",,"",1,"normal",36,8,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","Lateral Raise (Dumbbell)",,"",2,"failure",36,9,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","Cross Body Hammer Curl",,"",0,"normal",44,6,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","Cross Body Hammer Curl",,"",1,"normal",44,5,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","Cross Body Hammer Curl",,"",2,"failure",44,6,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","Triceps Extension (Cable)",,"",0,"normal",20,9,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","Triceps Extension (Cable)",,"",1,"normal",20,8,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","Triceps Extension (Cable)",,"",2,"failure",23,6,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","pull around Ilíaco",,"",0,"normal",41.25,6,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","pull around Ilíaco",,"",1,"normal",41.25,6,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","pull around Ilíaco",,"",2,"failure",43,6,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",120,6,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",120,6,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",120,5,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","Iso-Lateral Chest Press (Machine)",,"",3,"failure",120,4,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","Lateral Raise (Cable)",,"",0,"normal",13,8,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","Lateral Raise (Cable)",,"",1,"normal",10,8,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","Lateral Raise (Cable)",,"",2,"failure",11.25,7,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","Single Arm Cable Row",,"",0,"normal",35,8,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","Single Arm Cable Row",,"",1,"failure",37.5,7,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","Cable Crunch",,"",0,"failure",41.25,12,,,
"Upper - sexta-feira","26 Jul 2024, 18:50","26 Jul 2024, 21:12","","Cable Crunch",,"",1,"failure",43,8,,,
"Leg day - quarta-feira","24 Jul 2024, 18:25","24 Jul 2024, 20:55","","Calf Press (Machine)",,"",0,"normal",260,6,,,
"Leg day - quarta-feira","24 Jul 2024, 18:25","24 Jul 2024, 20:55","","Calf Press (Machine)",,"",1,"normal",260,6,,,
"Leg day - quarta-feira","24 Jul 2024, 18:25","24 Jul 2024, 20:55","","Calf Press (Machine)",,"",2,"failure",270,3,,,
"Leg day - quarta-feira","24 Jul 2024, 18:25","24 Jul 2024, 20:55","","Reverse Lunge (Barbell)",,"",0,"normal",85,9,,,
"Leg day - quarta-feira","24 Jul 2024, 18:25","24 Jul 2024, 20:55","","Reverse Lunge (Barbell)",,"",1,"normal",90,9,,,
"Leg day - quarta-feira","24 Jul 2024, 18:25","24 Jul 2024, 20:55","","Reverse Lunge (Barbell)",,"",2,"failure",90,11,,,
"Leg day - quarta-feira","24 Jul 2024, 18:25","24 Jul 2024, 20:55","","Hip Abduction (Machine)",,"",0,"normal",110,8,,,
"Leg day - quarta-feira","24 Jul 2024, 18:25","24 Jul 2024, 20:55","","Hip Abduction (Machine)",,"",1,"normal",110,8,,,
"Leg day - quarta-feira","24 Jul 2024, 18:25","24 Jul 2024, 20:55","","Hip Abduction (Machine)",,"",2,"failure",112.5,7,,,
"Leg day - quarta-feira","24 Jul 2024, 18:25","24 Jul 2024, 20:55","","Single Leg Extensions",,"",0,"normal",55,8,,,
"Leg day - quarta-feira","24 Jul 2024, 18:25","24 Jul 2024, 20:55","","Single Leg Extensions",,"",1,"normal",55,8,,,
"Leg day - quarta-feira","24 Jul 2024, 18:25","24 Jul 2024, 20:55","","Single Leg Extensions",,"",2,"failure",57.5,9,,,
"Leg day - quarta-feira","24 Jul 2024, 18:25","24 Jul 2024, 20:55","","Seated Leg Curl (Machine)",,"",0,"normal",75,8,,,
"Leg day - quarta-feira","24 Jul 2024, 18:25","24 Jul 2024, 20:55","","Seated Leg Curl (Machine)",,"",1,"failure",75,7,,,
"Leg day - quarta-feira","24 Jul 2024, 18:25","24 Jul 2024, 20:55","","Calf Extension (Machine)",,"",0,"normal",195,10,,,
"Leg day - quarta-feira","24 Jul 2024, 18:25","24 Jul 2024, 20:55","","Calf Extension (Machine)",,"",1,"normal",195,10,,,
"Leg day - quarta-feira","24 Jul 2024, 18:25","24 Jul 2024, 20:55","","Calf Extension (Machine)",,"",2,"normal",195,8,,,
"Leg day - quarta-feira","24 Jul 2024, 18:25","24 Jul 2024, 20:55","","Calf Extension (Machine)",,"",3,"failure",195,9,,,
"Leg day - quarta-feira","24 Jul 2024, 18:25","24 Jul 2024, 20:55","","Cable Crunch",,"",0,"failure",40,13,,,
"Leg day - quarta-feira","24 Jul 2024, 18:25","24 Jul 2024, 20:55","","Cable Crunch",,"",1,"failure",40,10,,,
"Push day - terça","23 Jul 2024, 18:40","23 Jul 2024, 20:22","","Bench Press (Smith Machine)",,"Fazer com 87.5",0,"normal",95,3,,,
"Push day - terça","23 Jul 2024, 18:40","23 Jul 2024, 20:22","","Bench Press (Smith Machine)",,"Fazer com 87.5",1,"normal",85,6,,,
"Push day - terça","23 Jul 2024, 18:40","23 Jul 2024, 20:22","","Bench Press (Smith Machine)",,"Fazer com 87.5",2,"failure",87.5,5,,,
"Push day - terça","23 Jul 2024, 18:40","23 Jul 2024, 20:22","","Cable Fly Crossovers",,"",0,"normal",40,8,,,
"Push day - terça","23 Jul 2024, 18:40","23 Jul 2024, 20:22","","Cable Fly Crossovers",,"",1,"normal",40,8,,,
"Push day - terça","23 Jul 2024, 18:40","23 Jul 2024, 20:22","","Cable Fly Crossovers",,"",2,"failure",42.5,6,,,
"Push day - terça","23 Jul 2024, 18:40","23 Jul 2024, 20:22","","Single Arm Lateral Raise (Cable)",,"Melhorar execução so último braço na ultima série",0,"normal",13,8,,,
"Push day - terça","23 Jul 2024, 18:40","23 Jul 2024, 20:22","","Single Arm Lateral Raise (Cable)",,"Melhorar execução so último braço na ultima série",1,"normal",13,8,,,
"Push day - terça","23 Jul 2024, 18:40","23 Jul 2024, 20:22","","Single Arm Lateral Raise (Cable)",,"Melhorar execução so último braço na ultima série",2,"failure",14.5,8,,,
"Push day - terça","23 Jul 2024, 18:40","23 Jul 2024, 20:22","","Chest Fly (Machine)",,"",0,"normal",70,8,,,
"Push day - terça","23 Jul 2024, 18:40","23 Jul 2024, 20:22","","Chest Fly (Machine)",,"",1,"normal",70,7,,,
"Push day - terça","23 Jul 2024, 18:40","23 Jul 2024, 20:22","","Chest Fly (Machine)",,"",2,"failure",65,6,,,
"Push day - terça","23 Jul 2024, 18:40","23 Jul 2024, 20:22","","Front Raise (Cable)",,"",0,"normal",16.25,6,,,
"Push day - terça","23 Jul 2024, 18:40","23 Jul 2024, 20:22","","Front Raise (Cable)",,"",1,"normal",16.25,6,,,
"Push day - terça","23 Jul 2024, 18:40","23 Jul 2024, 20:22","","Front Raise (Cable)",,"",2,"failure",18,3,,,
"Push day - terça","23 Jul 2024, 18:40","23 Jul 2024, 20:22","","Triceps Extension (Machine)",,"",0,"normal",33,6,,,
"Push day - terça","23 Jul 2024, 18:40","23 Jul 2024, 20:22","","Triceps Extension (Machine)",,"",1,"normal",33,6,,,
"Push day - terça","23 Jul 2024, 18:40","23 Jul 2024, 20:22","","Triceps Extension (Machine)",,"",2,"failure",33,5,,,
"Pull day - segunda-feira","22 Jul 2024, 16:00","22 Jul 2024, 19:29","Treino de 2h, esqueci de encerrar","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",95,6,,,
"Pull day - segunda-feira","22 Jul 2024, 16:00","22 Jul 2024, 19:29","Treino de 2h, esqueci de encerrar","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",95,5,,,
"Pull day - segunda-feira","22 Jul 2024, 16:00","22 Jul 2024, 19:29","Treino de 2h, esqueci de encerrar","Lat Pulldown - Close Grip (Cable)",,"",2,"failure",97.5,4,,,
"Pull day - segunda-feira","22 Jul 2024, 16:00","22 Jul 2024, 19:29","Treino de 2h, esqueci de encerrar","Iso-Lateral Row (Machine)",,"",0,"normal",150,6,,,
"Pull day - segunda-feira","22 Jul 2024, 16:00","22 Jul 2024, 19:29","Treino de 2h, esqueci de encerrar","Iso-Lateral Row (Machine)",,"",1,"normal",150,6,,,
"Pull day - segunda-feira","22 Jul 2024, 16:00","22 Jul 2024, 19:29","Treino de 2h, esqueci de encerrar","Iso-Lateral Row (Machine)",,"",2,"failure",155,5,,,
"Pull day - segunda-feira","22 Jul 2024, 16:00","22 Jul 2024, 19:29","Treino de 2h, esqueci de encerrar","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",35,8,,,
"Pull day - segunda-feira","22 Jul 2024, 16:00","22 Jul 2024, 19:29","Treino de 2h, esqueci de encerrar","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",35,8,,,
"Pull day - segunda-feira","22 Jul 2024, 16:00","22 Jul 2024, 19:29","Treino de 2h, esqueci de encerrar","Straight Arm Lat Pulldown (Cable)",,"",2,"failure",36.25,6,,,
