"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Leg day - quarta-feira","21 Aug 2024, 16:50","21 Aug 2024, 19:33","","Calf Press (Machine)",,"",2,"failure",250,3,,,
"Leg day - quarta-feira","21 Aug 2024, 16:50","21 Aug 2024, 19:33","","Reverse Lunge (Barbell)",,"Comecar com 85",0,"normal",80,10,,,
"Leg day - quarta-feira","21 Aug 2024, 16:50","21 Aug 2024, 19:33","","Reverse Lunge (Barbell)",,"Comecar com 85",1,"normal",85,8,,,
"Leg day - quarta-feira","21 Aug 2024, 16:50","21 Aug 2024, 19:33","","Reverse Lunge (Barbell)",,"Comecar com 85",2,"failure",87.5,8,,,
"Leg day - quarta-feira","21 Aug 2024, 16:50","21 Aug 2024, 19:33","","Hip Abduction (Machine)",,"",0,"normal",105,8,,,
"Leg day - quarta-feira","21 Aug 2024, 16:50","21 Aug 2024, 19:33","","Hip Abduction (Machine)",,"",1,"normal",105,8,,,
"Leg day - quarta-feira","21 Aug 2024, 16:50","21 Aug 2024, 19:33","","Hip Abduction (Machine)",,"",2,"failure",107.5,7,,,
"Leg day - quarta-feira","21 Aug 2024, 16:50","21 Aug 2024, 19:33","","Leg Extension (Machine)",,"Fazer works seta com 107.5",0,"normal",107.5,8,,,
"Leg day - quarta-feira","21 Aug 2024, 16:50","21 Aug 2024, 19:33","","Leg Extension (Machine)",,"Fazer works seta com 107.5",1,"normal",110,8,,,
"Leg day - quarta-feira","21 Aug 2024, 16:50","21 Aug 2024, 19:33","","Leg Extension (Machine)",,"Fazer works seta com 107.5",2,"normal",110,6,,,
"Leg day - quarta-feira","21 Aug 2024, 16:50","21 Aug 2024, 19:33","","Leg Extension (Machine)",,"Fazer works seta com 107.5",3,"failure",90,7,,,
"Leg day - quarta-feira","21 Aug 2024, 16:50","21 Aug 2024, 19:33","","Seated Leg Curl (Machine)",,"Comecar com 60-65",0,"normal",70,8,,,
"Leg day - quarta-feira","21 Aug 2024, 16:50","21 Aug 2024, 19:33","","Seated Leg Curl (Machine)",,"Comecar com 60-65",1,"normal",70,5,,,
"Leg day - quarta-feira","21 Aug 2024, 16:50","21 Aug 2024, 19:33","","Seated Leg Curl (Machine)",,"Comecar com 60-65",2,"normal",55,8,,,
"Leg day - quarta-feira","21 Aug 2024, 16:50","21 Aug 2024, 19:33","","Seated Leg Curl (Machine)",,"Comecar com 60-65",3,"failure",40,8,,,
"Leg day - quarta-feira","21 Aug 2024, 16:50","21 Aug 2024, 19:33","","Calf Extension (Machine)",,"",0,"normal",195,10,,,
"Leg day - quarta-feira","21 Aug 2024, 16:50","21 Aug 2024, 19:33","","Calf Extension (Machine)",,"",1,"normal",195,10,,,
"Leg day - quarta-feira","21 Aug 2024, 16:50","21 Aug 2024, 19:33","","Calf Extension (Machine)",,"",2,"normal",195,10,,,
"Leg day - quarta-feira","21 Aug 2024, 16:50","21 Aug 2024, 19:33","","Calf Extension (Machine)",,"",3,"failure",195,9,,,
"Leg day - quarta-feira","21 Aug 2024, 16:50","21 Aug 2024, 19:33","","Cable Crunch",,"",0,"failure",30,12,,,
"Leg day - quarta-feira","21 Aug 2024, 16:50","21 Aug 2024, 19:33","","Cable Crunch",,"",1,"failure",33,10,,,
"Push day - terça","20 Aug 2024, 18:14","20 Aug 2024, 20:20","","Bench Press (Smith Machine)",,"",0,"normal",95,6,,,
"Push day - terça","20 Aug 2024, 18:14","20 Aug 2024, 20:20","","Bench Press (Smith Machine)",,"",1,"normal",95,5,,,
"Push day - terça","20 Aug 2024, 18:14","20 Aug 2024, 20:20","","Bench Press (Smith Machine)",,"",2,"normal",95,5,,,
"Push day - terça","20 Aug 2024, 18:14","20 Aug 2024, 20:20","","Bench Press (Smith Machine)",,"",3,"failure",95,4,,,
"Push day - terça","20 Aug 2024, 18:14","20 Aug 2024, 20:20","","Cable Fly Crossovers",,"",0,"normal",26,8,,,
"Push day - terça","20 Aug 2024, 18:14","20 Aug 2024, 20:20","","Cable Fly Crossovers",,"",1,"normal",28.5,9,,,
"Push day - terça","20 Aug 2024, 18:14","20 Aug 2024, 20:20","","Cable Fly Crossovers",,"",2,"failure",30,8,,,
"Push day - terça","20 Aug 2024, 18:14","20 Aug 2024, 20:20","","Single Arm Lateral Raise (Cable)",,"",0,"normal",8,8,,,
"Push day - terça","20 Aug 2024, 18:14","20 Aug 2024, 20:20","","Single Arm Lateral Raise (Cable)",,"",1,"normal",8,8,,,
"Push day - terça","20 Aug 2024, 18:14","20 Aug 2024, 20:20","","Single Arm Lateral Raise (Cable)",,"",2,"normal",8,8,,,
"Push day - terça","20 Aug 2024, 18:14","20 Aug 2024, 20:20","","Single Arm Lateral Raise (Cable)",,"",3,"failure",9.25,7,,,
"Push day - terça","20 Aug 2024, 18:14","20 Aug 2024, 20:20","","Chest Fly (Machine)",,"",0,"normal",60,8,,,
"Push day - terça","20 Aug 2024, 18:14","20 Aug 2024, 20:20","","Chest Fly (Machine)",,"",1,"normal",60,8,,,
"Push day - terça","20 Aug 2024, 18:14","20 Aug 2024, 20:20","","Chest Fly (Machine)",,"",2,"failure",60,6,,,
"Push day - terça","20 Aug 2024, 18:14","20 Aug 2024, 20:20","","Front Raise (Cable)",,"",0,"normal",13,6,,,
"Push day - terça","20 Aug 2024, 18:14","20 Aug 2024, 20:20","","Front Raise (Cable)",,"",1,"normal",13,6,,,
"Push day - terça","20 Aug 2024, 18:14","20 Aug 2024, 20:20","","Front Raise (Cable)",,"",2,"failure",14.25,5,,,
"Push day - terça","20 Aug 2024, 18:14","20 Aug 2024, 20:20","","Triceps Extension (Machine)",,"",0,"normal",30,6,,,
"Push day - terça","20 Aug 2024, 18:14","20 Aug 2024, 20:20","","Triceps Extension (Machine)",,"",1,"normal",30,6,,,
"Push day - terça","20 Aug 2024, 18:14","20 Aug 2024, 20:20","","Triceps Extension (Machine)",,"",2,"normal",30,6,,,
"Push day - terça","20 Aug 2024, 18:14","20 Aug 2024, 20:20","","Triceps Extension (Machine)",,"",3,"failure",30,4,,,
"Pull day - segunda-feira","19 Aug 2024, 17:37","19 Aug 2024, 19:45","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",90,6,,,
"Pull day - segunda-feira","19 Aug 2024, 17:37","19 Aug 2024, 19:45","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",90,6,,,
"Pull day - segunda-feira","19 Aug 2024, 17:37","19 Aug 2024, 19:45","","Lat Pulldown - Close Grip (Cable)",,"",2,"failure",92.5,4,,,
"Pull day - segunda-feira","19 Aug 2024, 17:37","19 Aug 2024, 19:45","","Iso-Lateral Row (Machine)",,"Comecar próxima com 140",0,"normal",155,6,,,
"Pull day - segunda-feira","19 Aug 2024, 17:37","19 Aug 2024, 19:45","","Iso-Lateral Row (Machine)",,"Comecar próxima com 140",1,"normal",155,5,,,
"Pull day - segunda-feira","19 Aug 2024, 17:37","19 Aug 2024, 19:45","","Iso-Lateral Row (Machine)",,"Comecar próxima com 140",2,"failure",140,4,,,
"Pull day - segunda-feira","19 Aug 2024, 17:37","19 Aug 2024, 19:45","","Straight Arm Lat Pulldown (Cable)",,"Fazer com 28 ou 30 na próxima",0,"normal",33,8,,,
"Pull day - segunda-feira","19 Aug 2024, 17:37","19 Aug 2024, 19:45","","Straight Arm Lat Pulldown (Cable)",,"Fazer com 28 ou 30 na próxima",1,"normal",33,7,,,
"Pull day - segunda-feira","19 Aug 2024, 17:37","19 Aug 2024, 19:45","","Straight Arm Lat Pulldown (Cable)",,"Fazer com 28 ou 30 na próxima",2,"failure",25,8,,,
"Pull day - segunda-feira","19 Aug 2024, 17:37","19 Aug 2024, 19:45","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",12.5,9,,,
"Pull day - segunda-feira","19 Aug 2024, 17:37","19 Aug 2024, 19:45","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",12.5,8,,,
"Pull day - segunda-feira","19 Aug 2024, 17:37","19 Aug 2024, 19:45","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",16,8,,,
"Pull day - segunda-feira","19 Aug 2024, 17:37","19 Aug 2024, 19:45","","Rear Delt Reverse Fly (Cable)",,"",3,"failure",16,7,,,
"Pull day - segunda-feira","19 Aug 2024, 17:37","19 Aug 2024, 19:45","","Bicep Curl (Cable)",,"Começar próxima com 28",0,"normal",31.25,8,,,
"Pull day - segunda-feira","19 Aug 2024, 17:37","19 Aug 2024, 19:45","","Bicep Curl (Cable)",,"Começar próxima com 28",1,"normal",31.25,5,,,
"Pull day - segunda-feira","19 Aug 2024, 17:37","19 Aug 2024, 19:45","","Bicep Curl (Cable)",,"Começar próxima com 28",2,"failure",24,7,,,
"Pull day - segunda-feira","19 Aug 2024, 17:37","19 Aug 2024, 19:45","","Seated Incline Curl (Dumbbell)",,"",0,"normal",28,8,,,
"Pull day - segunda-feira","19 Aug 2024, 17:37","19 Aug 2024, 19:45","","Seated Incline Curl (Dumbbell)",,"",1,"normal",28,8,,,
"Pull day - segunda-feira","19 Aug 2024, 17:37","19 Aug 2024, 19:45","","Seated Incline Curl (Dumbbell)",,"",2,"failure",28,6,,,
"Pull day - segunda-feira","19 Aug 2024, 17:37","19 Aug 2024, 19:45","","Cable Crunch",,"",0,"failure",25,14,,,
"Pull day - segunda-feira","19 Aug 2024, 17:37","19 Aug 2024, 19:45","","Cable Crunch",,"",1,"failure",28,10,,,
"Legs sábado","17 Aug 2024, 14:07","17 Aug 2024, 15:48","","Straight Leg Deadlift",,"5° rep da última saiu meia bomba",0,"normal",140,6,,,
"Legs sábado","17 Aug 2024, 14:07","17 Aug 2024, 15:48","","Straight Leg Deadlift",,"5° rep da última saiu meia bomba",1,"normal",140,6,,,
"Legs sábado","17 Aug 2024, 14:07","17 Aug 2024, 15:48","","Straight Leg Deadlift",,"5° rep da última saiu meia bomba",2,"failure",145,5,,,
"Legs sábado","17 Aug 2024, 14:07","17 Aug 2024, 15:48","","Standing Leg Curls",,"",0,"normal",10,8,,,
"Legs sábado","17 Aug 2024, 14:07","17 Aug 2024, 15:48","","Standing Leg Curls",,"",1,"normal",10,8,,,
"Legs sábado","17 Aug 2024, 14:07","17 Aug 2024, 15:48","","Standing Leg Curls",,"",2,"failure",10,7,,,
"Legs sábado","17 Aug 2024, 14:07","17 Aug 2024, 15:48","","Leg Extension (Machine)",,"",0,"normal",100,8,,,
"Legs sábado","17 Aug 2024, 14:07","17 Aug 2024, 15:48","","Leg Extension (Machine)",,"",1,"normal",102.5,8,,,
"Legs sábado","17 Aug 2024, 14:07","17 Aug 2024, 15:48","","Leg Extension (Machine)",,"",2,"failure",105,8,,,
"Legs sábado","17 Aug 2024, 14:07","17 Aug 2024, 15:48","","Hip Thrust (Barbell)",,"",0,"normal",160,8,,,
"Legs sábado","17 Aug 2024, 14:07","17 Aug 2024, 15:48","","Hip Thrust (Barbell)",,"",1,"normal",165,8,,,
"Legs sábado","17 Aug 2024, 14:07","17 Aug 2024, 15:48","","Hip Thrust (Barbell)",,"",2,"normal",165,8,,,
"Legs sábado","17 Aug 2024, 14:07","17 Aug 2024, 15:48","","Hip Thrust (Barbell)",,"",3,"failure",167.5,5,,,
"Legs sábado","17 Aug 2024, 14:07","17 Aug 2024, 15:48","","Hip Abduction (Machine)",,"",0,"failure",105,9,,,
"Legs sábado","17 Aug 2024, 14:07","17 Aug 2024, 15:48","","Hip Abduction (Machine)",,"",1,"failure",105,8,,,
"Legs sábado","17 Aug 2024, 14:07","17 Aug 2024, 15:48","","Hip Abduction (Machine)",,"",2,"failure",105,7,,,
"Legs sábado","17 Aug 2024, 14:07","17 Aug 2024, 15:48","","Hip Abduction (Machine)",,"",3,"failure",105,6,,,
"Legs sábado","17 Aug 2024, 14:07","17 Aug 2024, 15:48","","Calf Extension (Machine)",,"Começar com 200 (sábado)",0,"normal",195,10,,,
"Legs sábado","17 Aug 2024, 14:07","17 Aug 2024, 15:48","","Calf Extension (Machine)",,"Começar com 200 (sábado)",1,"normal",200,10,,,
"Legs sábado","17 Aug 2024, 14:07","17 Aug 2024, 15:48","","Calf Extension (Machine)",,"Começar com 200 (sábado)",2,"failure",205,8,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","Lateral Raise (Dumbbell)",,"",0,"normal",28,8,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","Lateral Raise (Dumbbell)",,"",1,"normal",28,9,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","Lateral Raise (Dumbbell)",,"",2,"failure",32,6,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","Cross Body Hammer Curl",,"",0,"normal",40,6,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","Cross Body Hammer Curl",,"",1,"normal",40,6,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","Cross Body Hammer Curl",,"",2,"failure",40,5,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","Triceps Extension (Cable)",,"",0,"normal",19.25,8,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","Triceps Extension (Cable)",,"",1,"normal",19.25,8,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","Triceps Extension (Cable)",,"",2,"failure",19.25,5,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","pull around Ilíaco",,"",0,"normal",38,6,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","pull around Ilíaco",,"",1,"normal",38,6,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","pull around Ilíaco",,"",2,"normal",38,6,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","pull around Ilíaco",,"",3,"failure",39.25,5,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",120,6,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",120,6,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",120,6,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","Iso-Lateral Chest Press (Machine)",,"",3,"failure",125,4,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","Lateral Raise (Cable)",,"",0,"normal",8,8,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","Lateral Raise (Cable)",,"",1,"normal",8,8,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","Lateral Raise (Cable)",,"",2,"normal",8,8,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","Lateral Raise (Cable)",,"",3,"failure",8,7,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","Single Arm Cable Row",,"Começar o próximo com 32.5",0,"normal",35,8,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","Single Arm Cable Row",,"Começar o próximo com 32.5",1,"failure",27.5,7,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","Cable Crunch",,"Fazer com 30 repetir execução da última",0,"failure",40,9,,,
"Upper - sexta-feira","16 Aug 2024, 18:32","16 Aug 2024, 21:04","","Cable Crunch",,"Fazer com 30 repetir execução da última",1,"failure",30,10,,,
"Leg day - quarta-feira","14 Aug 2024, 17:27","14 Aug 2024, 20:02","","Calf Press (Machine)",,"",0,"normal",240,4,,,
"Leg day - quarta-feira","14 Aug 2024, 17:27","14 Aug 2024, 20:02","","Calf Press (Machine)",,"",1,"normal",240,5,,,
"Leg day - quarta-feira","14 Aug 2024, 17:27","14 Aug 2024, 20:02","","Calf Press (Machine)",,"",2,"failure",240,6,,,
"Leg day - quarta-feira","14 Aug 2024, 17:27","14 Aug 2024, 20:02","","Reverse Lunge (Barbell)",,"",0,"normal",90,8,,,
"Leg day - quarta-feira","14 Aug 2024, 17:27","14 Aug 2024, 20:02","","Reverse Lunge (Barbell)",,"",1,"normal",90,8,,,
"Leg day - quarta-feira","14 Aug 2024, 17:27","14 Aug 2024, 20:02","","Reverse Lunge (Barbell)",,"",2,"failure",95,9,,,
"Leg day - quarta-feira","14 Aug 2024, 17:27","14 Aug 2024, 20:02","","Hip Abduction (Machine)",,"Tive que fazer back off set",0,"normal",110,8,,,
"Leg day - quarta-feira","14 Aug 2024, 17:27","14 Aug 2024, 20:02","","Hip Abduction (Machine)",,"Tive que fazer back off set",1,"normal",110,8,,,
"Leg day - quarta-feira","14 Aug 2024, 17:27","14 Aug 2024, 20:02","","Hip Abduction (Machine)",,"Tive que fazer back off set",2,"failure",100,8,,,
"Leg day - quarta-feira","14 Aug 2024, 17:27","14 Aug 2024, 20:02","","Leg Extension (Machine)",,"",0,"normal",105,8,,,
"Leg day - quarta-feira","14 Aug 2024, 17:27","14 Aug 2024, 20:02","","Leg Extension (Machine)",,"",1,"normal",105,8,,,
"Leg day - quarta-feira","14 Aug 2024, 17:27","14 Aug 2024, 20:02","","Leg Extension (Machine)",,"",2,"failure",105,8,,,
"Leg day - quarta-feira","14 Aug 2024, 17:27","14 Aug 2024, 20:02","","Seated Leg Curl (Machine)",,"",0,"normal",70,8,,,
"Leg day - quarta-feira","14 Aug 2024, 17:27","14 Aug 2024, 20:02","","Seated Leg Curl (Machine)",,"",1,"failure",72.5,69,,,
"Leg day - quarta-feira","14 Aug 2024, 17:27","14 Aug 2024, 20:02","","Calf Extension (Machine)",,"Tive que fazer back off set",0,"normal",195,10,,,
"Leg day - quarta-feira","14 Aug 2024, 17:27","14 Aug 2024, 20:02","","Calf Extension (Machine)",,"Tive que fazer back off set",1,"normal",195,10,,,
"Leg day - quarta-feira","14 Aug 2024, 17:27","14 Aug 2024, 20:02","","Calf Extension (Machine)",,"Tive que fazer back off set",2,"normal",195,9,,,
"Leg day - quarta-feira","14 Aug 2024, 17:27","14 Aug 2024, 20:02","","Calf Extension (Machine)",,"Tive que fazer back off set",3,"failure",175,9,,,
"Leg day - quarta-feira","14 Aug 2024, 17:27","14 Aug 2024, 20:02","","Cable Crunch",,"",0,"failure",40,9,,,
"Leg day - quarta-feira","14 Aug 2024, 17:27","14 Aug 2024, 20:02","","Cable Crunch",,"",1,"failure",40,7,,,
"Leg day - quarta-feira","7 Aug 2024, 17:41","7 Aug 2024, 20:22","","Calf Press (Machine)",,"",0,"normal",200,7,,,
"Leg day - quarta-feira","7 Aug 2024, 17:41","7 Aug 2024, 20:22","","Calf Press (Machine)",,"",1,"normal",220,6,,,
"Leg day - quarta-feira","7 Aug 2024, 17:41","7 Aug 2024, 20:22","","Calf Press (Machine)",,"",2,"failure",240,4,,,
"Leg day - quarta-feira","7 Aug 2024, 17:41","7 Aug 2024, 20:22","","Reverse Lunge (Barbell)",,"",0,"normal",100,8,,,
"Leg day - quarta-feira","7 Aug 2024, 17:41","7 Aug 2024, 20:22","","Reverse Lunge (Barbell)",,"",1,"normal",100,8,,,
"Leg day - quarta-feira","7 Aug 2024, 17:41","7 Aug 2024, 20:22","","Reverse Lunge (Barbell)",,"",2,"failure",105,8,,,
"Leg day - quarta-feira","7 Aug 2024, 17:41","7 Aug 2024, 20:22","","Hip Abduction (Machine)",,"",0,"normal",110,8,,,
"Leg day - quarta-feira","7 Aug 2024, 17:41","7 Aug 2024, 20:22","","Hip Abduction (Machine)",,"",1,"normal",110,8,,,
"Leg day - quarta-feira","7 Aug 2024, 17:41","7 Aug 2024, 20:22","","Hip Abduction (Machine)",,"",2,"failure",112.5,8,,,
"Leg day - quarta-feira","7 Aug 2024, 17:41","7 Aug 2024, 20:22","","Single Leg Extensions",,"",0,"normal",60,8,,,
"Leg day - quarta-feira","7 Aug 2024, 17:41","7 Aug 2024, 20:22","","Single Leg Extensions",,"",1,"normal",60,8,,,
"Leg day - quarta-feira","7 Aug 2024, 17:41","7 Aug 2024, 20:22","","Single Leg Extensions",,"",2,"failure",62.5,8,,,
"Leg day - quarta-feira","7 Aug 2024, 17:41","7 Aug 2024, 20:22","","Seated Leg Curl (Machine)",,"",0,"normal",75,8,,,
"Leg day - quarta-feira","7 Aug 2024, 17:41","7 Aug 2024, 20:22","","Seated Leg Curl (Machine)",,"",1,"failure",77.5,7,,,
"Leg day - quarta-feira","7 Aug 2024, 17:41","7 Aug 2024, 20:22","","Calf Extension (Machine)",,"",0,"normal",195,10,,,
"Leg day - quarta-feira","7 Aug 2024, 17:41","7 Aug 2024, 20:22","","Calf Extension (Machine)",,"",1,"normal",195,10,,,
"Leg day - quarta-feira","7 Aug 2024, 17:41","7 Aug 2024, 20:22","","Calf Extension (Machine)",,"",2,"normal",195,10,,,
"Leg day - quarta-feira","7 Aug 2024, 17:41","7 Aug 2024, 20:22","","Calf Extension (Machine)",,"",3,"failure",200,9,,,
"Leg day - quarta-feira","7 Aug 2024, 17:41","7 Aug 2024, 20:22","","Cable Crunch",,"",0,"failure",41.25,12,,,
"Leg day - quarta-feira","7 Aug 2024, 17:41","7 Aug 2024, 20:22","","Cable Crunch",,"",1,"failure",43,7,,,
"Push day - terça","6 Aug 2024, 17:51","6 Aug 2024, 19:29","","Bench Press (Smith Machine)",,"",0,"normal",95,6,,,
"Push day - terça","6 Aug 2024, 17:51","6 Aug 2024, 19:29","","Bench Press (Smith Machine)",,"",1,"normal",95,6,,,
"Push day - terça","6 Aug 2024, 17:51","6 Aug 2024, 19:29","","Bench Press (Smith Machine)",,"",2,"failure",100,4,,,
"Push day - terça","6 Aug 2024, 17:51","6 Aug 2024, 19:29","","Cable Fly Crossovers",,"",0,"normal",38.5,8,,,
"Push day - terça","6 Aug 2024, 17:51","6 Aug 2024, 19:29","","Cable Fly Crossovers",,"",1,"normal",38.5,8,,,
"Push day - terça","6 Aug 2024, 17:51","6 Aug 2024, 19:29","","Cable Fly Crossovers",,"",2,"failure",40,5,,,
"Push day - terça","6 Aug 2024, 17:51","6 Aug 2024, 19:29","","Single Arm Lateral Raise (Cable)",,"",0,"normal",10,8,,,
"Push day - terça","6 Aug 2024, 17:51","6 Aug 2024, 19:29","","Single Arm Lateral Raise (Cable)",,"",1,"normal",10,8,,,
"Push day - terça","6 Aug 2024, 17:51","6 Aug 2024, 19:29","","Single Arm Lateral Raise (Cable)",,"",2,"failure",11.25,7,,,
"Push day - terça","6 Aug 2024, 17:51","6 Aug 2024, 19:29","","Chest Fly (Machine)",,"",0,"normal",70,8,,,
"Push day - terça","6 Aug 2024, 17:51","6 Aug 2024, 19:29","","Chest Fly (Machine)",,"",1,"normal",72.5,8,,,
"Push day - terça","6 Aug 2024, 17:51","6 Aug 2024, 19:29","","Chest Fly (Machine)",,"",2,"failure",75,6,,,
"Push day - terça","6 Aug 2024, 17:51","6 Aug 2024, 19:29","","Front Raise (Cable)",,"",0,"normal",16.25,5,,,
"Push day - terça","6 Aug 2024, 17:51","6 Aug 2024, 19:29","","Front Raise (Cable)",,"",1,"normal",14.25,6,,,
"Push day - terça","6 Aug 2024, 17:51","6 Aug 2024, 19:29","","Front Raise (Cable)",,"",2,"failure",15,4,,,
"Push day - terça","6 Aug 2024, 17:51","6 Aug 2024, 19:29","","Triceps Extension (Machine)",,"",0,"normal",33,6,,,
"Push day - terça","6 Aug 2024, 17:51","6 Aug 2024, 19:29","","Triceps Extension (Machine)",,"",1,"normal",34.5,6,,,
"Push day - terça","6 Aug 2024, 17:51","6 Aug 2024, 19:29","","Triceps Extension (Machine)",,"",2,"failure",35,4,,,
"Pull day - segunda-feira","5 Aug 2024, 16:55","5 Aug 2024, 18:39","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",97.5,5,,,
"Pull day - segunda-feira","5 Aug 2024, 16:55","5 Aug 2024, 18:39","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",97.5,5,,,
"Pull day - segunda-feira","5 Aug 2024, 16:55","5 Aug 2024, 18:39","","Lat Pulldown - Close Grip (Cable)",,"",2,"failure",100,4,,,
"Pull day - segunda-feira","5 Aug 2024, 16:55","5 Aug 2024, 18:39","","Iso-Lateral Row (Machine)",,"",0,"normal",155,6,,,
"Pull day - segunda-feira","5 Aug 2024, 16:55","5 Aug 2024, 18:39","","Iso-Lateral Row (Machine)",,"",1,"normal",155,6,,,
"Pull day - segunda-feira","5 Aug 2024, 16:55","5 Aug 2024, 18:39","","Iso-Lateral Row (Machine)",,"",2,"failure",160,5,,,
"Pull day - segunda-feira","5 Aug 2024, 16:55","5 Aug 2024, 18:39","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",35,8,,,
"Pull day - segunda-feira","5 Aug 2024, 16:55","5 Aug 2024, 18:39","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",35,8,,,
"Pull day - segunda-feira","5 Aug 2024, 16:55","5 Aug 2024, 18:39","","Straight Arm Lat Pulldown (Cable)",,"",2,"failure",36.25,7,,,
"Pull day - segunda-feira","5 Aug 2024, 16:55","5 Aug 2024, 18:39","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",16,8,,,
"Pull day - segunda-feira","5 Aug 2024, 16:55","5 Aug 2024, 18:39","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",18.5,8,,,
"Pull day - segunda-feira","5 Aug 2024, 16:55","5 Aug 2024, 18:39","","Rear Delt Reverse Fly (Cable)",,"",2,"failure",20,6,,,
"Pull day - segunda-feira","5 Aug 2024, 16:55","5 Aug 2024, 18:39","","Bicep Curl (Cable)",,"",0,"normal",34.25,8,,,
"Pull day - segunda-feira","5 Aug 2024, 16:55","5 Aug 2024, 18:39","","Bicep Curl (Cable)",,"",1,"failure",35,6,,,
"Pull day - segunda-feira","5 Aug 2024, 16:55","5 Aug 2024, 18:39","","Seated Incline Curl (Dumbbell)",,"",0,"normal",36,8,,,
"Pull day - segunda-feira","5 Aug 2024, 16:55","5 Aug 2024, 18:39","","Seated Incline Curl (Dumbbell)",,"",1,"normal",36,7,,,
"Pull day - segunda-feira","5 Aug 2024, 16:55","5 Aug 2024, 18:39","","Seated Incline Curl (Dumbbell)",,"",2,"failure",36,6,,,
"Pull day - segunda-feira","5 Aug 2024, 16:55","5 Aug 2024, 18:39","","Cable Crunch",,"",0,"failure",41.25,11,,,
"Pull day - segunda-feira","5 Aug 2024, 16:55","5 Aug 2024, 18:39","","Cable Crunch",,"",1,"failure",43,7,,,
"Legs sábado","3 Aug 2024, 13:41","3 Aug 2024, 15:44","","Straight Leg Deadlift",,"",0,"normal",170,4,,,
"Legs sábado","3 Aug 2024, 13:41","3 Aug 2024, 15:44","","Straight Leg Deadlift",,"",1,"normal",170,4,,,
"Legs sábado","3 Aug 2024, 13:41","3 Aug 2024, 15:44","","Straight Leg Deadlift",,"",2,"failure",170,4,,,
"Legs sábado","3 Aug 2024, 13:41","3 Aug 2024, 15:44","","Standing Leg Curls",,"",0,"normal",35,8,,,
"Legs sábado","3 Aug 2024, 13:41","3 Aug 2024, 15:44","","Standing Leg Curls",,"",1,"normal",35,8,,,
"Legs sábado","3 Aug 2024, 13:41","3 Aug 2024, 15:44","","Standing Leg Curls",,"",2,"failure",37.5,8,,,
"Legs sábado","3 Aug 2024, 13:41","3 Aug 2024, 15:44","","Single Leg Extensions",,"",0,"normal",62.5,8,,,
